name,slug,category,probability_by_region
Morgai Flies,morgai_flies,Animal,"[{""region"": ""Nurn"", ""probability"": 7}]"
Mortal Merchant Trader,mortal_merchant_trader,Commercial,"[{""region"": ""Ascahiriand"", ""probability"": 4}, {""region"": ""Lairiardhon"", ""probability"": 4}, {""region"": ""Lildardhon"", ""probability"": 4}, {""region"": ""M\u00e4noriand"", ""probability"": 5}, {""region"": ""Ronalindon"", ""probability"": 4}, {""region"": ""South Harlindon"", ""probability"": 5}, {""region"": ""Vinyalas"", ""probability"": 4}]"
Mountain Goat,mountain_goat,Animal,"[{""region"": ""Angmar"", ""probability"": 1}, {""region"": ""Iron Hills"", ""probability"": 4}, {""region"": ""Talath Uichel"", ""probability"": 1}]"
Murder Pit Trap,murder_pit_trap,Inanimate,"[{""region"": ""Moria"", ""probability"": 1}]"
Natural Hazards,natural_hazards,Inanimate,"[{""region"": ""Andrast"", ""probability"": 1}, {""region"": ""Anfalas"", ""probability"": 2}, {""region"": ""Anorien"", ""probability"": 1}, {""region"": ""Belegaer sea"", ""probability"": 9}, {""region"": ""Bree"", ""probability"": 1}, {""region"": ""Dor Rhunen"", ""probability"": 3}, {""region"": ""Dor-en-Emyl"", ""probability"": 1}, {""region"": ""Dorwinion"", ""probability"": 4}, {""region"": ""Druwaith Laur"", ""probability"": 1}, {""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Eothraim"", ""probability"": 3}, {""region"": ""Gramuz"", ""probability"": 4}, {""region"": ""Hairavercien"", ""probability"": 4}, {""region"": ""Lamedon"", ""probability"": 3}, {""region"": ""Lebennin"", ""probability"": 1}, {""region"": ""Minhiriath"", ""probability"": 2}, {""region"": ""Mintyrnath"", ""probability"": 2}, {""region"": ""Old Forest"", ""probability"": 2}, {""region"": ""Rast Vorn"", ""probability"": 2}, {""region"": ""South Arthedain"", ""probability"": 2}, {""region"": ""South Downs"", ""probability"": 2}, {""region"": ""The Shire"", ""probability"": 1}, {""region"": ""Tolfalas"", ""probability"": 9}, {""region"": ""Tower Hills"", ""probability"": 3}, {""region"": ""Wilderness of Arnor"", ""probability"": 4}]"
Neekerbreekers,neekerbreekers,Animal,"[{""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 3}, {""region"": ""Forochel"", ""probability"": 5}, {""region"": ""Lone-lands"", ""probability"": 2}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 2}, {""region"": ""Talath Muil"", ""probability"": 2}, {""region"": ""Weather Hills"", ""probability"": 2}]"
Nethairin,nethairin,Animal,"[{""region"": ""Dor Rhunen"", ""probability"": 3}, {""region"": ""Dorwinion"", ""probability"": 2}, {""region"": ""Eothraim"", ""probability"": 3}, {""region"": ""Gramuz"", ""probability"": 1}]"
Nimfiara,nimfiara,Animal,"[{""region"": ""Gramuz"", ""probability"": 3}]"
Ninfiara Wild Aurochs,ninfiara_wild_aurochs,Animal,"[{""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Rast Vorn"", ""probability"": 2}]"
Nobles,nobles,Men,"[{""region"": ""Andrast"", ""probability"": 2}, {""region"": ""Anfalas"", ""probability"": 5}, {""region"": ""Anorien"", ""probability"": 4}, {""region"": ""Belegaer sea"", ""probability"": 1}, {""region"": ""Dor-en-Emyl"", ""probability"": 4}, {""region"": ""Enedhwaith"", ""probability"": 2}, {""region"": ""Hairavercien"", ""probability"": 2}, {""region"": ""Lamedon"", ""probability"": 3}, {""region"": ""Lebennin"", ""probability"": 4}, {""region"": ""Minhiriath"", ""probability"": 1}, {""region"": ""Mintyrnath"", ""probability"": 2}, {""region"": ""Rast Vorn"", ""probability"": 1}, {""region"": ""South Downs"", ""probability"": 2}, {""region"": ""Tolfalas"", ""probability"": 1}]"
Nobles or Leaders,nobles_or_leaders,Men,"[{""region"": ""Bree"", ""probability"": 1}, {""region"": ""Old Forest"", ""probability"": 1}, {""region"": ""South Arthedain"", ""probability"": 3}, {""region"": ""The Shire"", ""probability"": 1}, {""region"": ""Tower Hills"", ""probability"": 3}]"
NonMannish Dwarves,nonmannish_dwarves,Non_mannish,"[{""region"": ""En Egladil"", ""probability"": 2}, {""region"": ""West Rhudaur"", ""probability"": 1}]"
NonMannish Elves,nonmannish_elves,Non_mannish,"[{""region"": ""En Egladil"", ""probability"": 1}, {""region"": ""Trollshaws"", ""probability"": 1}, {""region"": ""West Rhudaur"", ""probability"": 1}]"
NonMannish Forest Trolls,nonmannish_forest_trolls,Non_mannish,"[{""region"": ""Trollshaws"", ""probability"": 3}, {""region"": ""West Rhudaur"", ""probability"": 1}]"
NonMannish Hill Trolls,nonmannish_hill_trolls,Non_mannish,"[{""region"": ""Trollshaws"", ""probability"": 4}, {""region"": ""West Rhudaur"", ""probability"": 1}]"
NonMannish Hobbits,nonmannish_hobbits,Non_mannish,"[{""region"": ""En Egladil"", ""probability"": 2}, {""region"": ""Trollshaws"", ""probability"": 1}, {""region"": ""West Rhudaur"", ""probability"": 1}]"
NonMannish Mewlips,nonmannish_mewlips,Non_mannish,"[{""region"": ""Dagorlad"", ""probability"": 1}]"
NonMannish Orc Units,nonmannish_orc_units,Non_mannish,"[{""region"": ""Dagorlad"", ""probability"": 1}]"
NonMannish Orcs N,nonmannish_orcs_n,Non_mannish,"[{""region"": ""En Egladil"", ""probability"": 3}, {""region"": ""Trollshaws"", ""probability"": 3}, {""region"": ""West Rhudaur"", ""probability"": 4}]"
NonMannish Other Beings,nonmannish_other_beings,Non_mannish,"[{""region"": ""Dagorlad"", ""probability"": 2}, {""region"": ""En Egladil"", ""probability"": 1}, {""region"": ""Trollshaws"", ""probability"": 1}, {""region"": ""West Rhudaur"", ""probability"": 2}]"
NonMannish Stone Trolls,nonmannish_stone_trolls,Non_mannish,"[{""region"": ""En Egladil"", ""probability"": 1}, {""region"": ""Trollshaws"", ""probability"": 4}, {""region"": ""West Rhudaur"", ""probability"": 1}]"
NonMannish Stoor Hobbits,nonmannish_stoor_hobbits,Non_mannish,"[{""region"": ""En Egladil"", ""probability"": 6}, {""region"": ""Trollshaws"", ""probability"": 1}, {""region"": ""West Rhudaur"", ""probability"": 3}]"
Normal Orc Patrol,normal_orc_patrol,Non_mannish,"[{""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 1}, {""region"": ""Forochel"", ""probability"": 1}, {""region"": ""Lone-lands"", ""probability"": 5}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 5}, {""region"": ""Talath Muil"", ""probability"": 3}, {""region"": ""Weather Hills"", ""probability"": 5}]"
Normal Patrol,normal_patrol,Men,"[{""region"": ""Angmar"", ""probability"": 2}, {""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 1}, {""region"": ""Forochel"", ""probability"": 1}, {""region"": ""Lone-lands"", ""probability"": 6}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 4}, {""region"": ""Talath Muil"", ""probability"": 3}, {""region"": ""Weather Hills"", ""probability"": 6}]"
North bears,north_bears,Animal,"[{""region"": ""Evendim Hills"", ""probability"": 2}, {""region"": ""Fornost"", ""probability"": 1}, {""region"": ""Forochel"", ""probability"": 10}, {""region"": ""Lone-lands"", ""probability"": 2}, {""region"": ""Numeriador"", ""probability"": 2}, {""region"": ""Rammas Formen"", ""probability"": 3}, {""region"": ""Talath Muil"", ""probability"": 5}, {""region"": ""Weather Hills"", ""probability"": 2}]"
Northmen,northmen,Men,"[{""region"": ""Angmar"", ""probability"": 3}, {""region"": ""Bree"", ""probability"": 1}, {""region"": ""Dunland"", ""probability"": 1}, {""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Fangorn"", ""probability"": 1}, {""region"": ""Mintyrnath"", ""probability"": 3}, {""region"": ""Old Forest"", ""probability"": 2}, {""region"": ""Parth Celebrant"", ""probability"": 2}, {""region"": ""South Arthedain"", ""probability"": 3}, {""region"": ""South Downs"", ""probability"": 3}, {""region"": ""The Shire"", ""probability"": 1}, {""region"": ""Tower Hills"", ""probability"": 3}]"
Ooze,ooze,Inanimate,"[{""region"": ""Mordor"", ""probability"": 10}]"
Orc Patrol,orc_patrol,Non_mannish,"[{""region"": ""Angmar"", ""probability"": 1}, {""region"": ""Central Anduin"", ""probability"": 6}, {""region"": ""Central Misty Mountains"", ""probability"": 15}, {""region"": ""Coldfells"", ""probability"": 5}, {""region"": ""Dale"", ""probability"": 4}, {""region"": ""Dor Guldur"", ""probability"": 10}, {""region"": ""Dunland"", ""probability"": 3}, {""region"": ""En Udanoriath"", ""probability"": 5}, {""region"": ""Esgaroth"", ""probability"": 4}, {""region"": ""Ettenmoors"", ""probability"": 5}, {""region"": ""Fangorn"", ""probability"": 3}, {""region"": ""Forovirian"", ""probability"": 3}, {""region"": ""Mirkwood Wilds"", ""probability"": 8}, {""region"": ""Mordor"", ""probability"": 70}, {""region"": ""Moria"", ""probability"": 21}, {""region"": ""Nan Anduin"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 10}, {""region"": ""Nurn"", ""probability"": 10}, {""region"": ""Parth Celebrant"", ""probability"": 6}, {""region"": ""Rivendell"", ""probability"": 5}, {""region"": ""Rohan"", ""probability"": 2}, {""region"": ""Ronen-in-Anduin"", ""probability"": 7}, {""region"": ""Westmarch"", ""probability"": 3}, {""region"": ""Wilderness of Arnor"", ""probability"": 5}, {""region"": ""Wold"", ""probability"": 1}, {""region"": ""Woodland Realm"", ""probability"": 4}, {""region"": ""Woodmen"", ""probability"": 3}]"
Orc Raiding Scout,orc_raiding_scout,Non_mannish,"[{""region"": ""Celanoriand"", ""probability"": 5}, {""region"": ""Ered Luin"", ""probability"": 10}, {""region"": ""Ered Luin Vales"", ""probability"": 5}, {""region"": ""Tol Fuin"", ""probability"": 5}]"
Orcs (N),orcs_(n),Non_mannish,"[{""region"": ""Bree"", ""probability"": 2}, {""region"": ""Old Forest"", ""probability"": 4}, {""region"": ""South Arthedain"", ""probability"": 1}, {""region"": ""The Shire"", ""probability"": 2}, {""region"": ""Tower Hills"", ""probability"": 6}]"
Orcs Caravan,orcs_caravan,Non_mannish,"[{""region"": ""Mordor"", ""probability"": 3}, {""region"": ""Nurn"", ""probability"": 3}]"
Orcs Elite Guards,orcs_elite_guards,Non_mannish,"[{""region"": ""Nurn"", ""probability"": 1}]"
Orcs Elite Trackers,orcs_elite_trackers,Non_mannish,"[{""region"": ""Forovirian"", ""probability"": 3}, {""region"": ""Moria"", ""probability"": 2}, {""region"": ""Nurn"", ""probability"": 1}]"
Orcs Females Imps,orcs_females_imps,Non_mannish,"[{""region"": ""Moria"", ""probability"": 1}]"
Orcs Mounted Warband,orcs_mounted_warband,Non_mannish,"[{""region"": ""Forovirian"", ""probability"": 1}]"
Orcs N,orcs_n,Non_mannish,"[{""region"": ""Anfalas"", ""probability"": 1}, {""region"": ""Belegaer sea"", ""probability"": 1}, {""region"": ""Dor Rhunen"", ""probability"": 4}, {""region"": ""Dorwinion"", ""probability"": 2}, {""region"": ""Druwaith Laur"", ""probability"": 2}, {""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Eothraim"", ""probability"": 4}, {""region"": ""Gramuz"", ""probability"": 2}, {""region"": ""Hairavercien"", ""probability"": 1}, {""region"": ""Mintyrnath"", ""probability"": 3}, {""region"": ""South Downs"", ""probability"": 3}, {""region"": ""Tolfalas"", ""probability"": 1}]"
Orcs Sauron Guards,orcs_sauron_guards,Non_mannish,"[{""region"": ""Dor Guldur"", ""probability"": 25}]"
Orcs Scouts,orcs_scouts,Non_mannish,"[{""region"": ""Central Anduin"", ""probability"": 4}, {""region"": ""Central Misty Mountains"", ""probability"": 6}, {""region"": ""Druadan Forest"", ""probability"": 2}, {""region"": ""Dunland"", ""probability"": 3}, {""region"": ""Fangorn"", ""probability"": 3}, {""region"": ""Nan Anduin"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 6}, {""region"": ""Parth Celebrant"", ""probability"": 6}, {""region"": ""Rohan"", ""probability"": 2}, {""region"": ""Ronen-in-Anduin"", ""probability"": 5}, {""region"": ""Westmarch"", ""probability"": 2}, {""region"": ""Wilderness of Arnor"", ""probability"": 5}, {""region"": ""Wold"", ""probability"": 2}]"
Orcs Slaves Guards,orcs_slaves_guards,Non_mannish,"[{""region"": ""Mordor"", ""probability"": 15}, {""region"": ""Moria"", ""probability"": 15}, {""region"": ""Nurn"", ""probability"": 6}]"
Orcs Special,orcs_special,Non_mannish,"[{""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Moria"", ""probability"": 1}]"
Orcs Trackers,orcs_trackers,Non_mannish,"[{""region"": ""Dale"", ""probability"": 5}, {""region"": ""Dor Guldur"", ""probability"": 5}, {""region"": ""Esgaroth"", ""probability"": 5}, {""region"": ""Forovirian"", ""probability"": 3}, {""region"": ""Mirkwood Wilds"", ""probability"": 10}, {""region"": ""Nurn"", ""probability"": 1}, {""region"": ""Woodland Realm"", ""probability"": 5}, {""region"": ""Woodmen"", ""probability"": 5}]"
Orcs Warband,orcs_warband,Non_mannish,"[{""region"": ""Central Anduin"", ""probability"": 2}, {""region"": ""Central Misty Mountains"", ""probability"": 4}, {""region"": ""Coldfells"", ""probability"": 2}, {""region"": ""En Udanoriath"", ""probability"": 2}, {""region"": ""Ettenmoors"", ""probability"": 2}, {""region"": ""Moria"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 2}, {""region"": ""Parth Celebrant"", ""probability"": 1}, {""region"": ""Rivendell"", ""probability"": 2}, {""region"": ""Wilderness of Arnor"", ""probability"": 2}]"
Orcs Warband Caravan,orcs_warband_caravan,Non_mannish,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 2}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 3}, {""region"": ""North Misty Mountains"", ""probability"": 2}, {""region"": ""Rohan"", ""probability"": 1}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}]"
Orcs Wargriders,orcs_wargriders,Non_mannish,"[{""region"": ""Mordor"", ""probability"": 3}, {""region"": ""Nurn"", ""probability"": 1}]"
Orcs Wolfriders,orcs_wolfriders,Non_mannish,"[{""region"": ""Nurn"", ""probability"": 2}]"
Other Animals,other_animals,Animal,"[{""region"": ""Andrast"", ""probability"": 16}, {""region"": ""Anfalas"", ""probability"": 22}, {""region"": ""Anorien"", ""probability"": 18}, {""region"": ""Belegaer sea"", ""probability"": 24}, {""region"": ""Central Anduin"", ""probability"": 40}, {""region"": ""Central Misty Mountains"", ""probability"": 17}, {""region"": ""Dor-en-Emyl"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 10}, {""region"": ""Druwaith Laur"", ""probability"": 11}, {""region"": ""Dunland"", ""probability"": 4}, {""region"": ""En Egladil"", ""probability"": 9}, {""region"": ""Enedhwaith"", ""probability"": 6}, {""region"": ""Fangorn"", ""probability"": 3}, {""region"": ""Hairavercien"", ""probability"": 29}, {""region"": ""Lamedon"", ""probability"": 3}, {""region"": ""Lebennin"", ""probability"": 18}, {""region"": ""Minhiriath"", ""probability"": 5}, {""region"": ""Mintyrnath"", ""probability"": 6}, {""region"": ""Nan Anduin"", ""probability"": 15}, {""region"": ""North Misty Mountains"", ""probability"": 37}, {""region"": ""Parth Celebrant"", ""probability"": 6}, {""region"": ""Rast Vorn"", ""probability"": 2}, {""region"": ""Rohan"", ""probability"": 17}, {""region"": ""Ronen-in-Anduin"", ""probability"": 11}, {""region"": ""South Downs"", ""probability"": 6}, {""region"": ""Tolfalas"", ""probability"": 24}, {""region"": ""Trollshaws"", ""probability"": 5}, {""region"": ""West Rhudaur"", ""probability"": 7}, {""region"": ""Westmarch"", ""probability"": 10}, {""region"": ""Wold"", ""probability"": 11}]"
Other Beings,other_beings,Non_mannish,"[{""region"": ""Andrast"", ""probability"": 2}, {""region"": ""Anfalas"", ""probability"": 2}, {""region"": ""Anorien"", ""probability"": 2}, {""region"": ""Belegaer sea"", ""probability"": 2}, {""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""Dale"", ""probability"": 1}, {""region"": ""Dor Guldur"", ""probability"": 3}, {""region"": ""Dor Rhunen"", ""probability"": 1}, {""region"": ""Dorwinion"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 3}, {""region"": ""Druwaith Laur"", ""probability"": 3}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Enedhwaith"", ""probability"": 2}, {""region"": ""Eothraim"", ""probability"": 1}, {""region"": ""Eregion"", ""probability"": 2}, {""region"": ""Esgaroth"", ""probability"": 1}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 1}, {""region"": ""Forochel"", ""probability"": 1}, {""region"": ""Forovirian"", ""probability"": 1}, {""region"": ""Gramuz"", ""probability"": 2}, {""region"": ""Hairavercien"", ""probability"": 2}, {""region"": ""Lebennin"", ""probability"": 2}, {""region"": ""Lone-lands"", ""probability"": 1}, {""region"": ""Lorien"", ""probability"": 6}, {""region"": ""Minhiriath"", ""probability"": 2}, {""region"": ""Mintyrnath"", ""probability"": 2}, {""region"": ""Mirkwood Wilds"", ""probability"": 1}, {""region"": ""Moria"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 2}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 1}, {""region"": ""Rast Vorn"", ""probability"": 2}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 2}, {""region"": ""Ronen-in-Anduin"", ""probability"": 2}, {""region"": ""South Downs"", ""probability"": 2}, {""region"": ""Talath Muil"", ""probability"": 2}, {""region"": ""Tolfalas"", ""probability"": 2}, {""region"": ""Weather Hills"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 2}, {""region"": ""Wilderness of Arnor"", ""probability"": 1}, {""region"": ""Wold"", ""probability"": 2}, {""region"": ""Woodland Realm"", ""probability"": 1}, {""region"": ""Woodmen"", ""probability"": 1}]"
Other Elves,other_elves,Non_mannish,"[{""region"": ""Bree"", ""probability"": 2}, {""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Mintyrnath"", ""probability"": 1}, {""region"": ""Old Forest"", ""probability"": 2}, {""region"": ""Rast Vorn"", ""probability"": 2}, {""region"": ""South Arthedain"", ""probability"": 5}, {""region"": ""South Downs"", ""probability"": 1}, {""region"": ""The Shire"", ""probability"": 2}, {""region"": ""Tower Hills"", ""probability"": 8}]"
Other Men Brigands,other_men_brigands,Men,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 2}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 3}, {""region"": ""North Misty Mountains"", ""probability"": 2}, {""region"": ""Rohan"", ""probability"": 3}, {""region"": ""Ronen-in-Anduin"", ""probability"": 3}, {""region"": ""Westmarch"", ""probability"": 3}, {""region"": ""Wold"", ""probability"": 1}]"
Other Men Foreigners,other_men_foreigners,Men,"[{""region"": ""Central Anduin"", ""probability"": 6}, {""region"": ""Central Misty Mountains"", ""probability"": 3}, {""region"": ""Druadan Forest"", ""probability"": 3}, {""region"": ""Nan Anduin"", ""probability"": 9}, {""region"": ""North Misty Mountains"", ""probability"": 3}, {""region"": ""Rohan"", ""probability"": 5}, {""region"": ""Ronen-in-Anduin"", ""probability"": 5}, {""region"": ""Westmarch"", ""probability"": 5}, {""region"": ""Wold"", ""probability"": 5}]"
Other Men General Folk,other_men_general_folk,Men,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 2}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 2}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}, {""region"": ""Wold"", ""probability"": 1}]"
Other Men Locals,other_men_locals,Men,"[{""region"": ""Central Anduin"", ""probability"": 10}, {""region"": ""Central Misty Mountains"", ""probability"": 4}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 10}, {""region"": ""North Misty Mountains"", ""probability"": 4}, {""region"": ""Rohan"", ""probability"": 9}, {""region"": ""Ronen-in-Anduin"", ""probability"": 10}, {""region"": ""Westmarch"", ""probability"": 15}, {""region"": ""Wold"", ""probability"": 13}]"
Other Men Merchants Caravan,other_men_merchants_caravan,Men,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 2}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 2}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}, {""region"": ""Wold"", ""probability"": 2}]"
Other Travelers,other_travelers,Men,"[{""region"": ""Andrast"", ""probability"": 5}, {""region"": ""Anfalas"", ""probability"": 3}, {""region"": ""Anorien"", ""probability"": 3}, {""region"": ""Belegaer sea"", ""probability"": 3}, {""region"": ""Bree"", ""probability"": 5}, {""region"": ""Dor-en-Emyl"", ""probability"": 5}, {""region"": ""Druwaith Laur"", ""probability"": 4}, {""region"": ""Enedhwaith"", ""probability"": 3}, {""region"": ""Hairavercien"", ""probability"": 5}, {""region"": ""Lamedon"", ""probability"": 2}, {""region"": ""Lebennin"", ""probability"": 3}, {""region"": ""Minhiriath"", ""probability"": 2}, {""region"": ""Mintyrnath"", ""probability"": 3}, {""region"": ""Old Forest"", ""probability"": 4}, {""region"": ""Rast Vorn"", ""probability"": 3}, {""region"": ""South Arthedain"", ""probability"": 8}, {""region"": ""South Downs"", ""probability"": 3}, {""region"": ""The Shire"", ""probability"": 5}, {""region"": ""Tolfalas"", ""probability"": 3}, {""region"": ""Tower Hills"", ""probability"": 2}]"
Other Undead,other_undead,Non_mannish,"[{""region"": ""Old Forest"", ""probability"": 5}, {""region"": ""Wilderness of Arnor"", ""probability"": 3}]"
Other creatures,other_creatures,Animal,"[{""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 1}, {""region"": ""Forochel"", ""probability"": 1}, {""region"": ""Lone-lands"", ""probability"": 1}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 2}, {""region"": ""Talath Muil"", ""probability"": 2}, {""region"": ""Weather Hills"", ""probability"": 1}]"
Outdoor Trap,outdoor_trap,Sites,"[{""region"": ""Evendim Hills"", ""probability"": 2}, {""region"": ""Fornost"", ""probability"": 1}, {""region"": ""Forochel"", ""probability"": 4}, {""region"": ""Lone-lands"", ""probability"": 1}, {""region"": ""Numeriador"", ""probability"": 2}, {""region"": ""Rammas Formen"", ""probability"": 2}, {""region"": ""Talath Muil"", ""probability"": 2}, {""region"": ""Weather Hills"", ""probability"": 1}]"
Outlaw Ruffian,outlaw_ruffian,Men,"[{""region"": ""Forithilien"", ""probability"": 4}, {""region"": ""Harithilien"", ""probability"": 3}, {""region"": ""Harondor"", ""probability"": 3}]"
People Fishermen,people_fishermen,Men,"[{""region"": ""Dagorlad"", ""probability"": 6}]"
People Fur Trappers,people_fur_trappers,Men,"[{""region"": ""Dagorlad"", ""probability"": 3}]"
People Hunters,people_hunters,Men,"[{""region"": ""Dagorlad"", ""probability"": 5}]"
People Marshmen,people_marshmen,Men,"[{""region"": ""Dagorlad"", ""probability"": 1}]"
People Patrol,people_patrol,Men,"[{""region"": ""Dagorlad"", ""probability"": 1}]"
People Reed Peat Cutters,people_reed_peat_cutters,Men,"[{""region"": ""Dagorlad"", ""probability"": 5}]"
People Shrimper Shell Fisher,people_shrimper_shell_fisher,Men,"[{""region"": ""Dagorlad"", ""probability"": 2}]"
People Smugglers Rogues,people_smugglers_rogues,Men,"[{""region"": ""Dagorlad"", ""probability"": 3}]"
People Traders,people_traders,Men,"[{""region"": ""Dagorlad"", ""probability"": 1}]"
People Travellers,people_travellers,Men,"[{""region"": ""Dagorlad"", ""probability"": 1}]"
Person of Note,person_of_note,Men,"[{""region"": ""Mordor"", ""probability"": 5}, {""region"": ""Nurn"", ""probability"": 6}]"
Personality,personality,Special,"[{""region"": ""Apariach"", ""probability"": 31}, {""region"": ""Ardolyalinya"", ""probability"": 14}, {""region"": ""Ardquetto"", ""probability"": 14}, {""region"": ""Ascahiriand"", ""probability"": 20}, {""region"": ""Celanoriand"", ""probability"": 20}, {""region"": ""Ered Luin"", ""probability"": 40}, {""region"": ""Ered Luin Vales"", ""probability"": 20}, {""region"": ""Forithilien"", ""probability"": 23}, {""region"": ""Harithilien"", ""probability"": 24}, {""region"": ""Harondor"", ""probability"": 24}, {""region"": ""Lairiardhon"", ""probability"": 34}, {""region"": ""Lildardhon"", ""probability"": 34}, {""region"": ""M\u00e4noriand"", ""probability"": 14}, {""region"": ""Ronalindon"", ""probability"": 20}, {""region"": ""Sandariand"", ""probability"": 14}, {""region"": ""South Harlindon"", ""probability"": 14}, {""region"": ""Tol Fuin"", ""probability"": 20}, {""region"": ""Vinyalas"", ""probability"": 34}]"
Pike,pike,Animal,"[{""region"": ""Dorwinion"", ""probability"": 3}]"
Pilgrim Wanderer,pilgrim_wanderer,Casual,"[{""region"": ""Forithilien"", ""probability"": 3}, {""region"": ""Harithilien"", ""probability"": 3}, {""region"": ""Harondor"", ""probability"": 3}]"
Pilgrim to Mithlond,pilgrim_to_mithlond,Casual,"[{""region"": ""Apariach"", ""probability"": 4}, {""region"": ""Ascahiriand"", ""probability"": 4}, {""region"": ""M\u00e4noriand"", ""probability"": 4}, {""region"": ""Ronalindon"", ""probability"": 4}, {""region"": ""South Harlindon"", ""probability"": 4}]"
Pirates,pirates,Men,"[{""region"": ""Minhiriath"", ""probability"": 1}]"
Pit Viper,pit_viper,Animal,"[{""region"": ""Angmar"", ""probability"": 1}, {""region"": ""Central Anduin"", ""probability"": 2}, {""region"": ""Central Misty Mountains"", ""probability"": 2}, {""region"": ""Coldfells"", ""probability"": 2}, {""region"": ""En Udanoriath"", ""probability"": 2}, {""region"": ""Ettenmoors"", ""probability"": 2}, {""region"": ""Moria"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 2}, {""region"": ""Rivendell"", ""probability"": 2}, {""region"": ""Wilderness of Arnor"", ""probability"": 2}]"
Plague Refugee,plague_refugee,Casual,"[{""region"": ""Forithilien"", ""probability"": 4}, {""region"": ""Harithilien"", ""probability"": 3}, {""region"": ""Harondor"", ""probability"": 3}]"
Poisonous Fumes,poisonous_fumes,Inanimate,"[{""region"": ""Mordor"", ""probability"": 8}]"
